source_object_id,permit_number,date_of_permit_issuance,estimated_project_value,work_type,primary_work_scope,permit_status,community,district,net_new_units,number_of_storeys,type_of_structure,latitude,longitude
14246,BPRES-2024-15709,2024-11-05,65000,Addition,Addition,Issued,DARTMOUTH,District 05,0,1,Dwelling - Single Detached,44.67607706993757,-63.58372727547585
14247,BPRES-2024-15744,2024-10-23,10940,Renovation,Renovation,Completed,COLE HARBOUR,District 04,0,1,Dwelling - Single Detached,44.652693806133904,-63.48617782625765
14248,BPRES-2024-15752,,300000,New Building,New Building,Application Incomplete,,District 12,1,2,Dwelling - Single Detached,44.67844205238035,-63.67864983338217
14249,BPRES-2024-15764,2024-11-08,25000,Renovation,Renovation,Issued,COOKS BROOK,District 01,1,1,Dwelling - Single Detached,45.00071956918644,-63.26618250078151
14250,BPRES-2024-15773,2024-11-04,2500,Renovation,Renovation,Completed,HALIFAX,District 08,0,2,Dwelling - Single Detached,44.66613310715592,-63.61208072443276
14251,BPRES-2024-15776,2024-11-05,190000,New Building,New Building,Completed,HAMMONDS PLAINS,District 14,1,2,Dwelling - Backyard Suite,44.76220659438784,-63.78835544378769
14252,BPRES-2024-15807,,40000,Renovation,Renovation,Application Incomplete,,District 09,0,1,Dwelling - Single Detached,44.64249310459731,-63.59692630183312
14253,BPRES-2024-15811,,2800,Renovation,Renovation,Application Incomplete,,District 09,1,1,Dwelling - Multiple Units,44.64249310459731,-63.59692630183312
14254,BPRES-2024-15833,2024-11-18,25000,New Building,New Building,Issued,EAST SHIP HARBOUR,District 02,0,1,Accessory Structure,44.7774530865545,-62.796656809832015
14255,BPRES-2024-15864,2025-02-10,300000,New Building,New Building,Issued,HEAD OF ST MARGARETS BAY,District 13,1,1,Dwelling - Backyard Suite,44.665788024185154,-63.91695830929613
14256,BPRES-2024-15897,2025-06-05,50000,Renovation,Renovation,Completed,LAWRENCETOWN,District 02,0,1,Dwelling - Single Detached,44.67477283143414,-63.400087678818785
14257,BPRES-2024-15912,2024-11-01,550000,New Building,New Building,Completed,HACKETTS COVE,District 13,1,2,Dwelling - Single Detached,44.553286524600715,-63.933034487185274
14258,BPRES-2024-15934,2024-10-31,1500000,New Building,New Building,Issued,HALIFAX,District 11,6,3,Dwelling - Townhouse,44.609183724732695,-63.60508377655179
14259,BPRES-2024-15944,,10000,Addition,Addition,Withdrawn,HAMMONDS PLAINS,District 14,0,1,Accessory Structure,44.7484758130793,-63.79207463742781
14260,BPRES-2024-15949,2024-11-18,350000,Renovation,Renovation,Completed,HALIFAX,District 12,3,2,Dwelling - Multiple Units,44.64762999725523,-63.649903111381825
14261,BPRES-2024-15987,2025-04-02,165000,Addition,Addition,Cancelled,HALIFAX,District 11,0,2,Dwelling - Multiple Units,44.63342517681414,-63.61720904162199
14262,BPRES-2024-15993,2024-11-18,608000,New Building,New Building,Issued,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.61565387078702,-63.62105397260015
14263,BPRES-2024-15993,2024-11-18,608000,New Building,New Building,Issued,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.61565387078702,-63.62105397260015
14264,BPRES-2024-16038,2025-02-14,50000,Renovation,Renovation,Issued,HALIFAX,District 10,1,2,Dwelling - Single Detached,44.67929203666519,-63.66162694952959
14265,BPRES-2024-16051,2024-12-16,50000,New Building,New Building,Completed,MINEVILLE,District 02,0,1,Accessory Structure,44.70805964901105,-63.389947396829264
14266,BPRES-2024-16060,,589132,Addition,Addition,Withdrawn,HAMMONDS PLAINS,District 14,1,2,Dwelling - Multiple Units,44.77094927598156,-63.767552933768556
14267,BPRES-2024-16062,,200000,Addition,Addition,Applicant Revisions,MUSQUODOBOIT HARBOUR,District 02,1,2,Dwelling - Single Detached,44.79035425328045,-63.12087063164818
14268,BPRES-2024-16082,2024-10-29,63093,Renovation,Renovation,Completed,HALIFAX,District 08,0,3,Dwelling - Townhouse,44.66607597515378,-63.605452192582746
14269,BPRES-2024-16091,2024-11-08,350000,New Building,New Building,Completed,PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.75793552944729,-63.28629815250635
14270,BPRES-2024-16111,2024-11-05,500000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,1,1,Dwelling - Single Detached,44.80536576539139,-63.76359757259395
14271,BPRES-2024-16120,,250000,New Building,New Building,Application Incomplete,HALIFAX,District 07,1,2,Dwelling - Backyard Suite,44.63289885528996,-63.58406481740883
14272,BPRES-2024-16136,2024-12-10,76000,Addition,Addition,Issued,LEWIS LAKE,District 13,0,1,Dwelling - Single Detached,44.67040922628507,-63.82664780380853
14273,BPRES-2024-16158,2024-11-20,866198,New Building,New Building,Completed,WEST PORTERS LAKE,District 02,2,2,Dwelling - Multiple Units,44.67712553444399,-63.31176197515516
14274,BPRES-2024-16181,2024-11-21,977096,New Building,New Building,Completed,DARTMOUTH,District 03,4,3,Dwelling - Townhouse,44.65938619854544,-63.532112425438456
14275,BPRES-2024-16194,,,Renovation,Renovation,Applicant Revisions,DARTMOUTH,District 05,2,3,Dwelling - Multiple Units,44.67024221625254,-63.56392865304287
14276,BPRES-2024-16213,2024-11-18,12000,Renovation,Renovation,Issued,LANTZ,District 01,1,1,Dwelling - Multiple Units,44.978033444159486,-63.47411273004004
14277,BPRES-2024-16224,,17000,New Building,New Building,Application Incomplete,BOUTILIERS POINT,District 13,0,1,Accessory Structure,44.67346437889983,-63.93418709359568
14278,BPRES-2024-16235,,181000,Addition,Addition,Applicant Revisions,SAMBRO,District 11,1,1,Dwelling - Single Detached,44.480658243259626,-63.59836179467025
14279,BPRES-2024-16258,2024-11-01,725000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,1,2,Dwelling - Single Detached,44.7813946239498,-63.74407446126257
14280,BPRES-2024-16270,2025-01-03,100000,New Building,New Building,Completed,WILLIAMSWOOD,District 11,1,1,Dwelling - Backyard Suite,44.51241269887731,-63.63675513631721
14281,BPRES-2024-16276,2024-11-19,80000,New Building,New Building,Completed,FALL RIVER,District 01,1,1,Dwelling - Backyard Suite,44.80716665295827,-63.624723274928634
14282,BPRES-2024-16285,2026-02-23,225000,Renovation,Renovation,Issued,WEST PENNANT,District 11,1,2,Dwelling - Multiple Units,44.467877870277086,-63.65437424714588
14283,BPRES-2024-16291,2025-02-20,15000,Addition,Addition,Issued,MONTAGUE GOLD MINES,District 01,0,2,Accessory Structure,44.71728264755166,-63.50725449204579
14284,BPRES-2024-16302,2024-10-31,120000,New Building,New Building,Completed,GRAND DESERT,District 02,1,1,Dwelling - Backyard Suite,44.68988209862061,-63.25460985827562
14285,BPRES-2024-16336,2024-10-31,750000,New Building,New Building,Completed,HAMMONDS PLAINS,District 14,1,2,Dwelling - Single Detached,44.697109536040024,-63.80218771222049
14286,BPRES-2024-16340,2024-12-12,200000,New Building,New Building,Issued,TIMBERLEA,District 12,1,2,Dwelling - Single Detached,44.64467143184489,-63.724629110152684
14287,BPRES-2024-16353,2024-11-05,200000,New Building,New Building,Issued,TIMBERLEA,District 12,1,2,Dwelling - Single Detached,44.64500546208607,-63.725295612072586
14288,BPRES-2024-16376,2024-11-06,10000,Renovation,Renovation,Issued,STILLWATER LAKE,District 13,0,1,Dwelling - Single Detached,44.69464381653096,-63.83317754325111
14289,BPRES-2024-16388,2025-01-30,280000,New Building,New Building,Issued,MURCHYVILLE,District 01,1,1,Dwelling - Single Detached,44.99989413281802,-63.15712951741639
14290,BPRES-2024-16390,2024-11-05,2500,Renovation,Renovation,Issued,OSTREA LAKE,District 02,0,1,Accessory Structure,44.77376652781148,-63.10255950706582
14291,BPRES-2024-16410,2024-11-25,305000,New Building,New Building,Issued,HAMMONDS PLAINS,District 14,1,1,Dwelling - Single Detached,44.747720424012435,-63.78338774319398
14292,BPRES-2024-16473,2024-12-18,107000,New Building,New Building,Issued,LUCASVILLE,District 14,0,2,Accessory Structure,44.76822408531461,-63.74436888023076
14293,BPRES-2024-16517,2024-11-14,280000,New Building,New Building,Amendment Applicant Revisions,BEAVER BANK,District 15,2,2,Dwelling - Multiple Units,44.82827221575067,-63.6755162817289
14294,BPRES-2024-16524,2025-01-22,50000,New Building,New Building,Issued,ANTRIM,District 01,1,1,Dwelling - Seasonal,44.962894336397724,-63.36358241429301
14295,BPRES-2024-16537,2025-02-06,250000,New Building,New Building,Issued,MIDDLE SACKVILLE,District 14,1,1,Dwelling - Backyard Suite,44.79837316580738,-63.76398350286277
14296,BPRES-2024-16540,,65000,New Building,New Building,Applicant Revisions,ANTRIM,District 01,0,1,Accessory Structure,44.962894336397724,-63.36358241429301
14297,BPRES-2024-16576,2025-08-11,30000,New Building,New Building,Completed,STILLWATER LAKE,District 13,0,1,Accessory Structure,44.69882807653257,-63.82696030339858
14298,BPRES-2024-16632,2025-01-31,28333,Renovation,Renovation,Completed,HALIFAX,District 08,0,2,Dwelling - Single Detached,44.664890411802126,-63.60702655980798
14299,BPRES-2024-16657,2024-11-26,4000,Renovation,Renovation,Issued,HALIFAX,District 10,0,2,Dwelling - Single Detached,44.667137952497534,-63.64221139810021
14300,BPRES-2024-16676,2025-02-10,269446,New Building,New Building,Completed,FALL RIVER,District 01,1,1,Dwelling - Backyard Suite,44.8083636723963,-63.63969411044981
14301,BPRES-2024-16680,2024-11-15,584000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.602559058297146,-63.60403435007527
14302,BPRES-2024-16680,2024-11-15,584000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.602559058297146,-63.60403435007527
14303,BPRES-2024-16682,,292000,New Building,New Building,Withdrawn,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.60260719678138,-63.60400924572887
14304,BPRES-2024-16689,2024-12-19,400000,Addition,Addition,Issued,WEST JEDDORE,District 02,0,2,Dwelling - Single Detached,44.72688883060258,-63.017157408885446
14305,BPRES-2024-16694,2024-11-13,35000,New Building,New Building,Completed,PORTERS LAKE,District 02,0,1,Accessory Structure,44.75561461673286,-63.28657585140463
14306,BPRES-2024-16712,2024-11-18,584000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.60274212632483,-63.60397705653575
14307,BPRES-2024-16712,2024-11-18,584000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.60274212632483,-63.60397705653575
14308,BPRES-2024-16719,2024-11-18,292000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.602912152526486,-63.60400084444554
14309,BPRES-2024-16719,2024-11-18,292000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.602912152526486,-63.60400084444554
14310,BPRES-2024-16728,2024-11-26,21000,New Building,New Building,Issued,TIMBERLEA,District 12,0,1,Accessory Structure,44.64183153485883,-63.70958683076557
14311,BPRES-2024-16736,2024-11-26,351000,New Building,New Building,Completed,BEAVER BANK,District 15,2,2,Dwelling - Multiple Units,44.82744292456436,-63.672665121068256
14312,BPRES-2024-16741,2024-11-22,351000,New Building,New Building,Completed,BEAVER BANK,District 15,2,3,Dwelling - Multiple Units,44.827346425720194,-63.67273928900335
14313,BPRES-2024-16746,2024-11-22,351000,New Building,New Building,Issued,BEAVER BANK,District 15,2,2,Dwelling - Multiple Units,44.827250769820054,-63.6728126757471
14314,BPRES-2024-16750,2024-11-22,351000,New Building,New Building,Issued,BEAVER BANK,District 15,2,2,Dwelling - Multiple Units,44.82714904357596,-63.67289735098744
14315,BPRES-2024-16755,2024-11-22,351000,New Building,New Building,Issued,BEAVER BANK,District 15,2,3,Dwelling - Multiple Units,44.82705358823724,-63.6730127383411
14316,BPRES-2024-16770,2024-11-29,425000,New Building,New Building,Completed,HAMMONDS PLAINS,District 14,1,1,Dwelling - Single Detached,44.74422701637032,-63.79128014139457
14317,BPRES-2024-16780,2024-11-26,15000,Renovation,Renovation,Issued,HALIFAX,District 07,1,3,Dwelling - Multiple Units,44.641782166736924,-63.59439218177724
14318,BPRES-2024-16796,2024-12-02,270000,New Building,New Building,Issued,HALIFAX,District 11,1,2,Dwelling - Single Detached,44.61044531576475,-63.60455223863835
14319,BPRES-2024-16816,2024-11-27,50500,Renovation,Renovation,Completed,EAST PRESTON,District 04,1,2,Dwelling - Multiple Units,44.72419898834539,-63.40121034467654
14320,BPRES-2024-16826,2025-06-10,150000,Addition,Addition,Issued,HALIFAX,District 10,2,2,Dwelling - Multiple Units,44.660693922184045,-63.643619036903765
14321,BPRES-2024-16856,2024-11-27,20000,Addition,Addition,Issued,COLE HARBOUR,District 04,0,1,Dwelling - Single Detached,44.66702433152487,-63.48617735804579
14322,BPRES-2024-16871,2024-11-25,15000,Addition,Addition,Issued,HEAD OF ST MARGARETS BAY,District 13,0,1,Accessory Structure,44.69583802041716,-63.902797620835045
14323,BPRES-2024-16874,,350000,New Building,New Building,Cancelled,UPPER HAMMONDS PLAINS,District 14,1,2,Dwelling - Backyard Suite,44.7554533986686,-63.847047356597464
14324,BPRES-2024-16878,2024-11-25,450000,New Building,New Building,Issued,LUCASVILLE,District 14,1,2,Dwelling - Single Detached,44.761749562985024,-63.749664830589026
14325,BPRES-2024-16882,2024-11-26,60000,Addition,Addition,Completed,DARTMOUTH,District 05,0,2,Dwelling - Single Detached,44.67079262283913,-63.581849329473314
14326,BPRES-2024-16891,2024-12-12,600000,New Building,New Building,Issued,HAMMONDS PLAINS,District 14,4,1,Dwelling - Townhouse,44.72220547076547,-63.73893743545443
14327,BPRES-2024-16947,2024-11-18,95000,New Building,New Building,Completed,BEAVER BANK,District 15,0,1,Accessory Structure,44.812990355227,-63.6670477518137
14328,BPRES-2024-16963,2024-12-27,50000,Renovation,Renovation,Issued,DARTMOUTH,District 06,1,1,Dwelling - Multiple Units,44.67598486039315,-63.52611546382805
14329,BPRES-2024-16976,2024-12-03,36000,Renovation,Renovation,Completed,DARTMOUTH,District 03,1,2,Dwelling - Multiple Units,44.66397226538814,-63.54901919708412
14330,BPRES-2024-16979,2024-11-29,250000,New Building,New Building,Issued,HACKETTS COVE,District 13,1,2,Dwelling - Single Detached,44.546324438726984,-63.93642259455006
14331,BPRES-2024-16984,,100000,Renovation,Renovation,Withdrawn,LOWER SACKVILLE,District 15,3,2,Dwelling - Multiple Units,44.77810934151687,-63.676179205201905
14332,BPRES-2024-16986,,150000,Renovation,Renovation,Application Incomplete,LOWER SACKVILLE,District 15,3,2,Dwelling - Multiple Units,44.77480701140367,-63.67724956343746
14333,BPRES-2024-17008,2024-12-18,450000,Renovation,Renovation,Issued,HALIFAX,District 08,0,2,Dwelling - Multiple Units,44.650847883480424,-63.59441498811417
14334,BPRES-2024-17018,2024-11-13,40000,New Building,New Building,Completed,HAMMONDS PLAINS,District 14,0,1,Accessory Structure,44.72152390133617,-63.839767586511606
14335,BPRES-2024-17031,,478200,New Building,New Building,Withdrawn,BEAVER BANK,District 15,1,2,Dwelling - Single Detached,44.83862001528,-63.6645048896651
14336,BPRES-2024-17043,2024-12-09,100000,New Building,New Building,Issued,WEST DOVER,District 13,1,1,Dwelling - Single Detached,44.50355992557221,-63.881634108877215
14337,BPRES-2024-17066,2024-11-29,1087000,New Building,New Building,Issued,HAMMONDS PLAINS,District 14,1,1,Dwelling - Single Detached,44.718206070283294,-63.76973452030872
14338,BPRES-2024-17074,2024-11-29,130000,New Building,New Building,Issued,EASTERN PASSAGE,District 03,0,1,Accessory Structure,44.62536764447703,-63.51265054089285
14339,BPRES-2024-17152,,100000,New Building,New Building,Completed,DARTMOUTH,District 06,0,1,Accessory Structure,44.707947165358746,-63.55176904048601
14340,BPRES-2024-17161,2024-12-02,61000,Addition,Addition,Issued,GAETZ BROOK,District 02,0,1,Dwelling - Single Detached,44.77668293659307,-63.2035068628429
14341,BPRES-2024-17194,2024-11-22,500000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Semi-Detached,44.601612224842455,-63.602813937647525
14342,BPRES-2024-17201,2024-12-13,175000,New Building,New Building,Issued,EAST LAWRENCETOWN,District 02,1,1,Dwelling - Single Detached,44.67429380047429,-63.31681264697123
14343,BPRES-2024-17228,2025-08-20,550000,New Building,New Building,Issued,DUTCH SETTLEMENT,District 01,1,1,Dwelling - Single Detached,44.98727534587771,-63.44194179845239
14344,BPRES-2024-17242,2024-11-26,348701,Renovation,Renovation,Completed,BOUTILIERS POINT,District 13,0,2,Dwelling - Single Detached,44.65419116866933,-63.95781255357836
14345,BPRES-2024-17266,2024-11-20,26000,New Building,New Building,Issued,WAVERLEY,District 01,0,1,Accessory Structure,44.74932806779003,-63.56408172003401
14346,BPRES-2024-17287,2025-05-27,100000,Renovation,Renovation,Issued,BEDFORD,District 16,0,2,Dwelling - Multiple Units,44.70543598375614,-63.712194101938614
14347,BPRES-2024-17318,2025-01-21,90000,Addition,Addition,Completed,HALIFAX,District 11,1,2,Dwelling - Multiple Units,44.612016598661725,-63.60833811262109
14348,BPRES-2024-17323,2024-11-27,307207,New Building,New Building,Completed,WEST PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.696817567337554,-63.307853142849524
14349,BPRES-2024-17326,,13000,Renovation,Renovation,Application Incomplete,HALIFAX,District 09,0,1,Dwelling - Single Detached,44.64770370598672,-63.60378557916934
14350,BPRES-2024-17334,2024-12-12,25000,Renovation,Renovation,Completed,HALIFAX,District 12,1,1,Dwelling - Multiple Units,44.66902835677006,-63.66551412570006
14351,BPRES-2024-17357,2024-12-17,1000000,Addition,Addition,Issued,TANTALLON,District 13,0,2,Dwelling - Single Detached,44.66455119243219,-63.90377031058823
14352,BPRES-2024-17390,2024-12-04,450000,New Building,New Building,Completed,PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.74780455974495,-63.31999341339021
14353,BPRES-2024-17401,2024-11-26,50000,New Building,New Building,Completed,PORTERS LAKE,District 02,0,1,Accessory Structure,44.74780455974495,-63.31999341339021
