objectid,area_name,designation,authority,owner,status,hectares,designation_year,record_rank
214,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.83,,1070
676,Brier Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.83,,1071
834,Bald Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.83,,1072
957,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.83,,1073
285,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.82,,1074
1153,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,0.81,,1075
586,Farley's Ark Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.80,,1076
1150,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,0.80,,1077
300,Troop Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.78,,1078
1155,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,0.77,,1079
780,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.76,,1080
215,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.75,,1081
283,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.72,,1082
929,Little Annapolis Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,0.71,,1083
181,Zinck's Point Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.70,,1084
1149,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,0.70,,1085
146,Grassy Island Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,0.69,,1086
372,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.68,,1087
909,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.67,,1088
305,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.65,,1089
263,Wolfville Ridge Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.64,,1090
264,Wolfville Ridge Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.63,,1091
195,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.62,,1092
694,Belliveau Lake - La Grande Ile Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.62,,1093
954,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.62,,1094
812,Yellow Head Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.61,,1095
939,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.61,,1096
1148,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,0.61,,1097
322,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.59,,1098
847,Lobster Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.56,,1099
1035,Acaciaville Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.55,,1100
229,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.51,,1101
1003,West Petpeswick Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,0.50,,1102
199,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.49,,1103
284,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.49,,1104
858,Ship Rock Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,0.48,,1105
1144,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.47,,1106
318,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.43,,1107
357,St. Marys River - Harrisons Pool Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.42,,1108
938,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.41,,1109
1044,Green Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.41,,1110
321,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.40,,1111
942,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.40,,1112
947,Silver River Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,0.40,,1113
212,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.39,,1114
319,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.39,,1115
952,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.38,,1116
320,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.36,,1117
946,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada and private owners,Nature Conservancy of Canada and private owners,Considered protected,0.36,,1118
955,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.36,,1119
850,Johnstons Pond Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.30,,1120
924,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.30,,1121
925,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.30,,1122
921,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.29,,1123
715,Brier Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.27,,1124
940,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.27,,1125
352,Docherty's Brook Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.26,,1126
476,Tusket River Atlantic Coastal Plain Flora Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.26,,1127
922,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.25,,1128
266,Wolfville Ridge Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.24,,1129
893,Hectanooga Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.24,,1130
936,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.23,,1131
523,Rose Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.22,,1132
363,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.20,,1133
343,St. Marys River - Harrisons Pool Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.18,,1134
670,Selig Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.18,,1135
821,Farley's Ark Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.18,,1136
856,Skudiak Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.18,,1137
937,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.17,,1138
948,Silver River Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,0.16,,1139
408,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.15,,1140
956,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.15,,1141
1066,Haley Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.14,,1142
366,Pennant River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.13,,1143
669,Selig Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.13,,1144
806,Purgatory Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,0.12,,1145
367,Pennant River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.11,,1146
697,Lake Annis Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,0.11,,1147
404,St. Marys River Conservation Lands (1),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.10,,1148
340,Hemlock Hill Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.09,,1149
923,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.09,,1150
958,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.09,,1151
230,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.07,,1152
1088,Lime Hill Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.06,,1153
977,A.M. Sandy Cameron Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.05,,1154
686,Belliveau Lake - La Grande Ile Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.03,,1155
744,McDonald Mill Brook Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.03,,1156
368,Pennant River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.02,,1157
