"objectid","pro_name","protect1","protect2","owner","authority","status","stat_date","lgl_effect","ha_gis","shape_leng","shape_area"
"440","Little Narrows Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"25.80360509","2615.45400318332","258036.0508999697"
"441","Little Narrows Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"14.54456265","1829.071404464491","145445.62645032554"
"442","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.99088319","718.4444368619131","19908.83185002192"
"443","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"14.69579403","3060.140972371465","146957.94025053023"
"444","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"3.72187966","859.0715626060381","37218.79660007955"
"445","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"14.59894439","3344.377665973563","145989.4439004634"
"446","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"3.50388129","874.7757059651549","35038.81289993338"
"447","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"3.42006511","898.7837077262943","34200.65105008914"
"448","Chignecto Isthmus Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"31.10240903","3015.9045562894016","311024.09029942437"
"449","Chignecto Isthmus Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"30.29440107","3501.8281469671806","302944.01069984114"
"450","Chignecto Isthmus Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"13.88677816","1707.5870109923208","138867.7815999313"
"451","Chignecto Isthmus Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"27.41359503","2814.133860014024","274135.95029995596"
"452","Chignecto Isthmus Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"4.7672802","898.8898684064662","47672.80195003934"
"453","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"36.63796218","3292.041306999887","366379.62179997825"
"454","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"16.22456675","2030.6955348068102","162245.66745047807"
"455","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.17747672","531.153647938572","11774.76724998945"
"456","Little Narrows Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"3.93153875","1273.742618316994","39315.38745019404"
"457","Little Narrows Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"12.96309994","3024.2827256434225","129630.99944975672"
"458","Little Narrows Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"22.69686157","2084.896835218192","226968.6156501379"
"459","MacFarlane Woods Nature Reserve","Nature Reserve, Land Trust",,"Nature Conservancy of Canada","NS Environment and Climate Change, Nature Conservancy of Canada","Designated",,,"20.14597021","2128.9570656386686","201459.70210012022"
"460","MacFarlane Woods Nature Reserve","Nature Reserve, Land Trust",,"Nature Conservancy of Canada","NS Environment and Climate Change, Nature Conservancy of Canada","Designated",,,"10.65985984","1359.1700731520004","106598.59840012745"
"461","Lake Annis Nature Reserve","Nature Reserve",,"Private owner(s)","NS Environment and Climate Change, private owner(s)","Designated",,,"14.24226881","1643.0836692435798","142422.6881498144"
"462","Lake Annis Nature Reserve","Nature Reserve",,"Private owner(s)","NS Environment and Climate Change, private owner(s)","Designated",,,"35.39417553","3965.8466552521572","353941.75530049636"
"463","Lake Annis Nature Reserve","Nature Reserve",,"Private owner(s)","NS Environment and Climate Change, private owner(s)","Designated",,,"25.37104799","2495.229635508819","253710.47990023522"
"464","Tusket River Atlantic Coastal Plain Flora Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"41.04778093","2628.130675071062","410477.80925037054"
"465","Tusket River Atlantic Coastal Plain Flora Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"34.16841787","3020.7855962474196","341684.17870019434"
"466","Tusket River Wilderness Area","Wilderness Area, Conservation Easement",,"NS Environment and Climate Change","NS Environment and Climate Change, Nova Scotia Nature Trust","Designated",,,"28.52185755","4031.362641524281","285218.57552090415"
"467","Hardwood Lake Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"133.05104183","8095.118886666222","1330510.4183331304"
"468","Hopewell Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"5.03554598","1015.152210688854","50355.45982372986"
"469","Molega Lake Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"14.305650870000001","2261.725577080319","143056.50871224958"
"470","Crows Neck Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"22.36303404","5101.378436151723","223630.34037556936"
"471","Holden Lake Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"1490.85347512","38688.07217741345","14908534.75120654"
"472","Blue Mountain Wilderness Connector","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"12.20182489","3056.3411093557556","122018.24889990561"
"473","Blue Mountain Wilderness Connector","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"177.50751906","10849.640307192896","1775075.1905999149"
"474","Blue Mountain Wilderness Connector","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"25.49512743","3028.7061331761574","254951.2743005668"
"475","Tusket River Atlantic Coastal Plain Flora Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"407.03763862","9899.093923327753","4070376.3862495134"
"476","Tusket River Atlantic Coastal Plain Flora Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"0.26278613","230.2503066856057","2627.8612500307568"
"477","Third Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"252.67279131","10134.614167143945","2526727.913116173"
"478","Gillfillan Lake Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"7.70944468","1657.3219275850804","77094.44684963663"
"479","Lobster Bay Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"17.42988984","2754.9717734831706","174298.89844965178"
"480","North East Bay Conservation Lands","Land Trust or Conservation Easement",,"NS Department of Natural Resources and Renewables","NS Department of Natural Resources and Renewables, Nature Conservancy of Canada","Considered protected",,,"202.78521823","14650.045367718065","2027852.182252008"
"481","Long Cove Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"24.68677839","4917.715600742072","246867.78394181642"
"482","Middle River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"660.70178028","21750.636702029646","6607017.802832779"
"483","Ragged Harbour Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"37.51124709","8378.825185775733","375112.47087079217"
"484","Tusket River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"83.40397621","11350.281056124071","834039.7620790114"
"485","St. Croix Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"67.95721716","4276.498611830798","679572.1716499721"
"486","Atlantic Coastal Plain Flora Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"96.43381964","6498.94959684337","964338.1963500832"
"487","Atlantic Coastal Plain Flora Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"32.55374829","2608.7175621375072","325537.4828502239"
"488","Atlantic Coastal Plain Flora Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"93.53804826","5267.29124385919","935380.4826484548"
"489","Atlantic Coastal Plain Flora Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"39.15178752","2901.2587364641477","391517.8751997064"
"490","Boar's Head Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"35.29768443","3232.5362122572965","352976.8443408298"
"491","McLures Brook Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"6.93754118","1577.2195861871307","69375.41178620004"
"492","Crystal Crescent Beach Provincial Park","Provincial Park",,"NS Department of Natural Resources and Renewables","NS Department of Natural Resources and Renewables","Designated",,,"44.06825887","7060.830487312734","440682.5887217355"
"493","Cape Split Provincial Park","Provincial Park",,"NS Department of Natural Resources and Renewables","NS Department of Natural Resources and Renewables","Designated",,,"448.56131171","16592.013744723303","4485613.117062743"
"494","Economy Point Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"120.69754238","12037.319357509898","1206975.4238365085"
"495","Fourchu Coast Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"4810.54687503","157657.79941283286","48105468.75030332"
