"period","specialty","procedure","provider","zone","facility","year","quarter","consult_median","consult_90th","surgery_median","surgery_90th"
"2023_q4",,"Removal of Ovaries and/or Fallopian Tubes  (Cancer Suspected or Proven)",,"Total","Provincial","2023","4","25","197","43","121"
"12month_rolling","Obstetrics/Gynaecology","Hysteroscopy","Stairs, Jocelyn",,,,,"36","38","48","150"
"2024_q1",,"Septoplasty",,"Zone 1","Valley Regional","2024","1","328","604","87","151"
"2024_q3",,"Shoulder Arthroscopy",,"Zone 1","South Shore Regional","2024","3","80","422","112","196"
"12month_rolling",,"Sacral Nerve Stimulation",,"Zone 4","QE2","2025","2",,,"132","230"
"2023_q2",,"Cardioversion",,"Total","Provincial","2023","2",,,"26","44"
"2024_q2",,"Craniotomy or Craniectomy",,"Zone 4","QE2","2024","2",,,"156","294"
"12month_rolling","Neurosurgery","Back Surgery  (Adult)","Barry, Sean",,,,,"50","180","131","269"
"2024_q4",,"Bowel Resection - Laparoscopic",,"Zone 4","Dartmouth General","2024","4","16","103","37","53"
"2024_q4",,"Hernia Repair - Laparoscopic Inguinal Femoral",,"Zone 3","St. Martha's Regional","2024","4","36","90","194","384"
"2024_q2",,"Insertion Vascular Access Catheter",,"Zone 1","Yarmouth Regional","2024","2",,,"12","24"
"2024_q2",,"Gallbladder Surgery",,"Zone 4","Dartmouth General","2024","2","70","344","67","167"
"3month_rolling",,"Shoulder Surgery",,"Zone 4","Dartmouth General","2025","2",,,"198","251"
"2024_q1",,"Male Circumcision  (Adult)",,"Total","Provincial","2024","1","67","333","118","536"
"3month_rolling",,"Prostate Cancer Surgery",,"Zone 4","QE2","2025","2","27","55","75","171"
"2023_q2",,"Female Incontinence Surgery",,"Total","Provincial","2023","2","244","642","124","362"
"12month_rolling","General Surgery","Bowel Resection","Archibald, Alison",,,,,"14","55","17","50"
"2025_q1",,"Male Circumcision  (Pediatric)",,"IWK","IWK","2025","1",,,"99","674"
"12month_rolling","Neurosurgery","Brain Surgery  (Adult)","McNeely, P Daniel",,,,,"32","73","43","154"
"2024_q4",,"Hernia Repair - Inguinal/Femoral",,"Zone 4","Hants Community Hospital","2024","4","279","289","54","185"
"12month_rolling","Dental","All","Doyle, Tracy",,,,,"109","648","183","791"
"12month_rolling","Obstetrics/Gynaecology","All","Amir, Baharak",,,,,"23","118","156","447"
"2025_q2",,"Shoulder Surgery",,"Total","Provincial","2025","2","98","358","146","281"
"2023_q3",,"Amputations",,"Total","Provincial","2023","3","13","84","22","54"
"12month_rolling","General Surgery","Gastrointestinal Tract Surgery - Laparoscopic","Wasserman, Lukas",,,,,"52","93","34","48"
"2023_q3",,"Hip Replacement",,"Zone 1","Valley Regional","2023","3","216","388","469","625"
"12month_rolling","Orthopaedic","All","Prasad, Bangaradka Radhakrishna",,,,,"86","252","138","237"
"12month_rolling","Otolaryngology (ENT)","Sinus Surgery","Wallace, Timothy D",,,,,"81","423","27","104"
"12month_rolling",,"Foot - Osteotomy",,"Zone 4","QE2","2025","2","564","635","50","120"
"2023_q3",,"Aesthetic Surgery",,"Total","Provincial","2023","3","77","209","51","243"
"2025_q1",,"Gastrointestinal Tract Surgery",,"Zone 4","Dartmouth General","2025","1","35","98","51","312"
"12month_rolling","Obstetrics/Gynaecology","Pelvic Floor Repair","Moodley, Manivasan",,,,,"209","272","538","614"
"2024_q2",,"Hernia Repair  (Adult)",,"Zone 4","Hants Community Hospital","2024","2","245","567","62","119"
"12month_rolling","Orthopaedic","Knee Replacement - Partial","Gross, Michael",,,,,"275","364","62","118"
"2024_q3",,"Palmar Fascia Excision for Dupuytren's Disease",,"Zone 4","QE2","2024","3","613","1279","46","48"
"12month_rolling","General Surgery","Male Reproductive System Surgery","Milford, Karen",,,,,"91","293","128","444"
"2024_q2",,"Prostate Surgery",,"Zone 3","Northside General","2024","2",,,"29","69"
"3month_rolling",,"Functional Endoscopic Sinus Surgery (FESS)",,"Zone 1","Valley Regional","2025","2",,,"342","378"
"2023_q2",,"Shoulder Arthroplasty",,"Zone 1","Valley Regional","2023","2","113","706","400","586"
"12month_rolling","Orthopaedic","Tendon / Ligament Repair","McNeil, Daniel",,,,,"29","131","111","218"
"2024_q3",,"Gallbladder Surgery",,"Zone 3","Glace Bay","2024","3","87","195",,
"2024_q2",,"Cystoscopy",,"Zone 4","Dartmouth General","2024","2","39","140","91","435"
"2024_q2",,"Hernia Repair  (Adult)",,"Zone 2","Aberdeen Hospital","2024","2","102","368","93","159"
"3month_rolling",,"Endometrial Ablation",,"Zone 1","Valley Regional","2025","2",,,"49","105"
"12month_rolling","General Surgery","Colorectal Cancer Surgery","Shih, Warren W",,,,,"15","30","34","41"
"12month_rolling","General Surgery","Gastrointestinal Tract Surgery - Laparoscopic","Kenyon, Chris",,,,,"30","63","36","476"
"2023_q3",,"Coronary Artery Bypass Graft",,"Total","Provincial","2023","3",,,"8","48"
"12month_rolling",,"Gastrointestinal Tract Surgery - Laparoscopic",,"Zone 2","Colchester East Hants Health Centre","2025","2",,,"16","28"
"12month_rolling","General Surgery","Bariatric Surgery (for Weight Loss)","Jad, Ahmed",,,,,"123","254","119","234"
"2023_q2",,"Shoulder Arthroplasty",,"Zone 4","QE2","2023","2","146","324","315","596"
"3month_rolling",,"Lung Surgery",,"Zone 4","QE2","2025","2","27","64","24","49"
"2025_q2",,"Cystoscopy",,"Zone 1","South Shore Regional","2025","2","33","61","30","70"
"2024_q1",,"Hysteroscopy",,"Zone 3","Cape Breton Regional","2024","1",,,"48","133"
"2023_q2",,"Foot - Bunionectomy",,"Total","Provincial","2023","2",,,"184","319"
"2025_q1",,"Esophagectomy / Esophageal Surgery",,"Total","Provincial","2025","1","20","67","33","74"
"12month_rolling","General Surgery","Liver Surgery","Livingstone, Scott",,,,,"8","103","28","57"
"2024_q3",,"Functional Endoscopic Sinus Surgery (FESS)",,"Zone 4","Dartmouth General","2024","3","40","101","91","146"
"2023_q3",,"Septoplasty",,"Zone 4","Dartmouth General","2023","3","43","87","108","312"
"2025_q2",,"Dental Extractions and Restorations  (Pediatric)",,"Zone 3","Glace Bay","2025","2",,,"43","183"
"2024_q1",,"Hip Replacement",,"Zone 2","Aberdeen Hospital","2024","1","115","240","78","162"
"12month_rolling","Urology","Kidney Removal","Moore, Jonathan Peter",,,,,"25","61","37","43"
"3month_rolling",,"Lung Cancer Surgery",,"Total","Provincial","2025","2","28","64","24","49"
"12month_rolling","Urology","Kidney Stone Surgery","Himmelman, Jeffrey George",,,,,,,"38","111"
"12month_rolling","Urology","Kidney / Upper Urinary Tract","Paterson, Nicholas",,,,,"51","92","42","136"
"2023_q4",,"AV Fistula Creation/Closure",,"Total","Provincial","2023","4",,,"32","120"
"2024_q2",,"Cataract Surgery",,"Zone 1","Soldiers Memorial","2024","2","66","104","39","127"
"2024_q4",,"Hernia Repair  (Adult)",,"Zone 1","South Shore Regional","2024","4","64","147","37","124"
"12month_rolling","General Surgery","Hernia Repair - Inguinal/Femoral","Smith, Victoria",,,,,"127","205","21","34"
"2024_q4",,"Hernia Repair - Incisional",,"Total","Provincial","2024","4","69","500","116","318"
"3month_rolling",,"Coronary Artery Bypass Graft",,"Zone 4","QE2","2025","2",,,"47","85"
"2023_q2",,"Hernia Repair  (Pediatric)",,"IWK","IWK","2023","2","66","123","119","324"
"12month_rolling","Oral Maxillofacial","Dental Extractions and Restorations  (Adult)","Robertson, Chad G",,,,,"142","240","60","189"
"12month_rolling","Dental","All","Hughes, Stacey",,,,,"38","63","56","95"
"12month_rolling","General Surgery","Bowel Resection - Open","O'Sullivan, Colleen M",,,,,"33","33","29","49"
"12month_rolling","Orthopaedic","Back Surgery  (Pediatric)","Orlik, Benjamin",,,,,"155","222","251","424"
"12month_rolling","Orthopaedic","All","Johnston, David G",,,,,"70","625","437","619"
"2024_q1",,"Hernia Repair  (Adult)",,"Zone 1","Yarmouth Regional","2024","1","19","34","65","105"
"2023_q4",,"Brain Surgery  (Adult)",,"Zone 4","QE2","2023","4","69","716","45","190"
"3month_rolling",,"Endometrial Ablation",,"Zone 2","Aberdeen Hospital","2025","2","57","125","75","155"
"2025_q2",,"Gallbladder Surgery",,"Zone 1","Yarmouth Regional","2025","2","69","112","59","98"
"2024_q2",,"Lung Cancer Surgery",,"Total","Provincial","2024","2","25","69","29","62"
"12month_rolling","General Surgery","Hemorrhoidectomy","McGibney, Kieron",,,,,"66","170","91","131"
"2024_q1",,"Back Surgery  (Adult)",,"Zone 4","QE2","2024","1","80","498","98","214"
"2024_q2",,"Dental Extractions and Restorations  (Pediatric)",,"Total","Provincial","2024","2","57","302","142","506"
"12month_rolling","Otolaryngology (ENT)","All","Kujath, Magdalena",,,,,"121","582","200","437"
"2024_q3",,"Strabismus Surgery  (Pediatric)",,"IWK","IWK","2024","3",,,"246","634"
"2023_q3",,"Colorectal Cancer Surgery",,"Zone 4","Dartmouth General","2023","3","12","44","27","129"
"12month_rolling","General Surgery","Bowel Resection","Nocon, Brian",,,,,"26","66","35","60"
"2025_q2",,"Hernia Repair - Inguinal/Femoral",,"Zone 4","QE2","2025","2","151","461","79","131"
"12month_rolling","Cardiac Surgery","Cardiovascular Surgery","Ali, Idris M",,,,,,,"25","52"
"2023_q4",,"Shoulder Arthroscopy",,"Zone 3","Cape Breton Regional","2023","4","115","278","51","111"
"2023_q3",,"Bowel Resection - Laparoscopic",,"Zone 1","Valley Regional","2023","3","14","383","38","51"
"12month_rolling","Otolaryngology (ENT)","Head and Neck Surgery","Rigby, Matthew Hall",,,,,"14","14","26","45"
"2023_q2",,"Gastric Surgery - Laparoscopic",,"Total","Provincial","2023","2","53","137","154","494"
"12month_rolling","Urology","Prostate Surgery","Bailly, Greg G",,,,,"72","150","85","144"
"2025_q1",,"Gastrointestinal Tract Surgery",,"IWK","IWK","2025","1",,,"71","127"
"2025_q2",,"Dental Extractions and Restorations  (Pediatric)",,"IWK","IWK","2025","2","170","677","177","738"
"2023_q4",,"Tonsillectomy and/or Adenoidectomy  (Pediatric)",,"Zone 3","Cape Breton Regional","2023","4","41","194","159","284"
"12month_rolling","Obstetrics/Gynaecology","Hysterectomy  (Cancer Suspected or Proven)","Joshi, Changulanda",,,,,"37","68","25","37"
"2024_q3",,"Carpal Tunnel Surgery",,"Total","Provincial","2024","3","91","511","50","149"
"2024_q2",,"Hernia Repair - Laparoscopic Inguinal Femoral",,"Zone 4","Dartmouth General","2024","2","210","453","129","164"
"2024_q4",,"Hand / Upper Extremity",,"Total","Provincial","2024","4","43","100","150","530"
"12month_rolling",,"Patella Surgery",,"IWK","IWK","2025","2",,,"174","244"
"12month_rolling","General Surgery","Gastric Surgery","Blackmore, Christopher",,,,,"16","30","54","82"
"2023_q2",,"Cardiac Valve Replacement",,"Total","Provincial","2023","2",,,"43","112"
"2024_q2",,"Esophagectomy / Esophageal Surgery",,"Zone 4","QE2","2024","2","22","86","40","128"
"2025_q1",,"Bowel Resection - Open",,"Zone 1","Yarmouth Regional","2025","1",,,"27","63"
"2023_q2",,"Male Reproductive System Surgery",,"Zone 4","Hants Community Hospital","2023","2","117","363","104","251"
"2024_q3",,"Knee Scope",,"Zone 2","Aberdeen Hospital","2024","3","112","188","62","124"
"2024_q3",,"Male Reproductive System Surgery",,"Zone 2","Colchester East Hants Health Centre","2024","3","134","316","329","400"
"2023_q2",,"Bladder Surgery",,"Total","Provincial","2023","2","11","90","50","118"
"2024_q1",,"Hernia Repair - Laparoscopic Umbilical",,"Total","Provincial","2024","1","93","251","262","331"
"12month_rolling",,"Male Reproductive System Surgery",,"IWK","IWK","2025","2","110","788","137","665"
"12month_rolling","Urology","Kidney / Upper Urinary Tract","McGregor, Thomas",,,,,"24","32","30","55"
"12month_rolling","Vascular Surgery","Bowel Resection","Heisler, Benjamin",,,,,"20","270","37","96"
"12month_rolling","Plastic Surgery","Otoplasty","Bezuhly, Michael",,,,,"136","213","168","282"
"2024_q1",,"Functional Endoscopic Sinus Surgery (FESS)",,"Zone 3","Cape Breton Regional","2024","1","29","55",,
"2024_q4",,"Dental Extractions and Restorations  (Pediatric)",,"Zone 3","Inverness Consolidated Memorial","2024","4","104","258","70","330"
"2023_q2",,"Hernia Repair - Umbilical",,"Zone 2","Colchester East Hants Health Centre","2023","2","85","202","151","297"
"2024_q3",,"Knee Replacement Revision",,"Zone 4","Dartmouth General","2024","3",,,"91","176"
"2024_q3",,"Hernia Repair - Umbilical",,"Zone 4","Dartmouth General","2024","3","94","434","139","244"
"2024_q1",,"Prostate Surgery - Laparoscopic",,"Total","Provincial","2024","1","25","43","102","242"
"2023_q3",,"Gastric Surgery - Laparoscopic",,"Zone 4","QE2","2023","3","82","476","191","486"
"12month_rolling",,"Bowel Resection - Laparoscopic",,"Zone 4","Dartmouth General","2025","2","18","172","31","87"
"2023_q3",,"Vascular Bypass Surgery",,"Zone 4","QE2","2023","3",,,"24","36"
"2023_q2",,"Male Reproductive System Surgery",,"Total","Provincial","2023","2","83","259","126","455"
"12month_rolling","Plastic Surgery","Melanoma Excision","Singh, Ashvir",,,,,"25","57","14","18"
"12month_rolling","Otolaryngology (ENT)","Surgery for Hearing or Balance Problems of the Ear","Balys, Richard L",,,,,"66","558","77","154"
"2024_q1",,"Dental Extractions and Restorations  (Adult)",,"Zone 4","Dartmouth General","2024","1",,,"72","195"
"2023_q3",,"Knee Scope",,"Zone 3","Cape Breton Regional","2023","3","29","85","28","67"
"2023_q3",,"Septoplasty",,"Zone 3","St. Martha's Regional","2023","3","148","155","69","145"
"2024_q4",,"Thyroid or Parathyroid Surgery",,"Zone 3","Cape Breton Regional","2024","4","70","155","153","458"
"2024_q4",,"Breast Cancer Surgery",,"Zone 2","Aberdeen Hospital","2024","4","19","39","23","34"
"12month_rolling","Obstetrics/Gynaecology","Pelvic Floor Repair","Smith, Anita",,,,,"88","172","266","430"
"2024_q4",,"Knee Replacement",,"Zone 1","Valley Regional","2024","4","296","479","154","473"
"2024_q1",,"Hernia Repair - Inguinal/Femoral",,"Zone 2","Cumberland Regional","2024","1","36","80","50","120"
"2023_q4",,"Dental Extractions and Restorations  (Pediatric)",,"Zone 3","St. Martha's Regional","2023","4","145","238","81","344"
"2023_q4",,"Hernia Repair - Laparoscopic Inguinal Femoral",,"Total","Provincial","2023","4","51","271","106","300"
"2024_q1",,"Bowel Resection",,"Zone 3","Cape Breton Regional","2024","1","20","93","22","69"
"3month_rolling",,"Hip Replacement",,"Zone 3","Cape Breton Regional","2025","2","144","237","59","111"
"2024_q1",,"Hernia Repair - Umbilical",,"Total","Provincial","2024","1","64","390","99","310"
"2025_q2",,"Back Surgery  (Pediatric)",,"IWK","IWK","2025","2",,,"281","569"
"2023_q4",,"Male Reproductive System Surgery",,"Zone 3","Cape Breton Regional","2023","4","29","187","86","180"
"12month_rolling","Plastic Surgery","Breast Reconstruction","Corkum, Joseph",,,,,"183","333","55","227"
"2023_q4",,"Hysterectomy  (Cancer Not Suspected)",,"Zone 3","St. Martha's Regional","2023","4","84","1006","89","148"
"2024_q2",,"Gallbladder Surgery",,"Zone 2","Cumberland Regional","2024","2","17","65","47","103"
"2023_q2",,"Hysteroscopy",,"Zone 4","Dartmouth General","2023","2","42","96","45","108"
"12month_rolling","General Surgery","Hernia Repair - Ventral","Booth, John",,,,,"35","43","169","247"
"12month_rolling","Orthopaedic","Shoulder Surgery","McNeil, Daniel",,,,,"92","185","192","231"
"2023_q3",,"Gallbladder Surgery",,"Zone 2","Colchester East Hants Health Centre","2023","3","31","113","40","145"
"12month_rolling",,"Wound Management",,"Zone 4","QE2","2025","2","41","953","33","79"
"12month_rolling","Ophthalmology","All","Hamilton, Claire",,,,,"223","315","62","197"
"2025_q1",,"Sacral Nerve Stimulation",,"Zone 4","QE2","2025","1",,,"173","240"
"2024_q2",,"Gallbladder Surgery",,"Zone 3","St. Martha's Regional","2024","2","20","44","77","126"
"2023_q2",,"Palmar Fascia Excision for Dupuytren's Disease",,"Total","Provincial","2023","2","67","500","77","353"
"12month_rolling","General Surgery","Bowel Resection","Stewart, Riley",,,,,"24","103","32","130"
"3month_rolling",,"Dental Extractions and Restorations  (Adult)",,"Total","Provincial","2025","2","112","299","74","364"
"3month_rolling",,"Cleft Lip/Palate  (Pediatric)",,"IWK","IWK","2025","2",,,"134","271"
"2023_q3",,"Male Reproductive System Surgery",,"Zone 4","Dartmouth General","2023","3","59","243","134","263"
"2023_q3",,"Shoulder Surgery",,"Total","Provincial","2023","3","86","401","239","529"
"2024_q2",,"Shoulder Arthroplasty",,"Zone 4","QE2","2024","2","80","341","208","777"
"12month_rolling","Thoracic Surgery","Lung Cancer Surgery","Plourde, Madelaine M",,,,,"33","89","21","57"
"2025_q1",,"Palmar Fascia Excision for Dupuytren's Disease",,"Zone 3","St. Martha's Regional","2025","1","251","544",,
"12month_rolling","Orthopaedic","Foot - Osteotomy","Burgesson, Bernard",,,,,"572","623","40","50"
"2025_q1",,"Breast Reduction Surgery",,"Zone 4","QE2","2025","1","1100","1946","81","372"
"2024_q3",,"Breast Cancer Surgery",,"Zone 1","Yarmouth Regional","2024","3","7","54","24","49"
"12month_rolling","Urology","Prostate Cancer Surgery","Massaro, Peter",,,,,"81","100","75","89"
"2025_q1",,"AV Fistula Creation/Closure",,"Zone 4","QE2","2025","1",,,"32","59"
"2024_q1",,"Craniotomy or Craniectomy",,"Zone 4","QE2","2024","1",,,"44","183"
"2023_q2",,"Kidney Stone Surgery",,"Zone 4","QE2","2023","2","31","78","45","91"
"12month_rolling",,"Whipple Procedures",,"Total","Provincial","2025","2","14","27","29","54"
"2025_q1",,"Tonsillectomy and/or Adenoidectomy  (Pediatric)",,"Zone 1","South Shore Regional","2025","1","338","425","63","149"
"12month_rolling",,"Wound Management",,"IWK","IWK","2025","2",,,"6","14"
"12month_rolling","General Surgery","Hemorrhoidectomy","Clark, F Donald",,,,,"112","117","62","80"
"2024_q4",,"Brain Surgery  (Adult)",,"Zone 4","QE2","2024","4","20","112","24","162"
"2025_q1",,"Male Circumcision  (Pediatric)",,"Total","Provincial","2025","1",,,"46","674"
"12month_rolling","General Surgery","Bowel Resection - Open","Helyer, Lucy K",,,,,"28","113","18","40"
"2024_q3",,"Gastrointestinal Tract Surgery",,"Zone 1","Yarmouth Regional","2024","3",,,"36","87"
"12month_rolling","General Surgery","AV Fistula Creation/Closure","Walsh, Mark J",,,,,"11","15","28","30"
"2024_q4",,"Knee Scope",,"Zone 4","Dartmouth General","2024","4","63","127","71","278"
"12month_rolling",,"Male Reproductive System Surgery",,"Zone 2","Colchester East Hants Health Centre","2025","2","138","418","210","474"
"2025_q1",,"Back Surgery  (Adult)",,"Zone 4","QE2","2025","1","101","765","91","224"
"12month_rolling","Otolaryngology (ENT)","Functional Endoscopic Sinus Surgery (FESS)","Clifton, Neil",,,,,"166","273","82","148"
"12month_rolling","Otolaryngology (ENT)","Ear Tubes  (Pediatric)","Kujath, Magdalena",,,,,"167","372","115","228"
"2023_q4",,"Foot - Arthrodesis",,"Zone 4","QE2","2023","4","768","1008","137","184"
