program_type,source_id,county,municipality,community,property_label,housing_authority,units,latitude,longitude
Families,946,Cape Breton,Cape Breton Regional Municipality,Glace Bay,4 Crosby St,Cape Breton Island Housing Authority,1,46.21191102,-59.99241196
Families,947,Cape Breton,Cape Breton Regional Municipality,Glace Bay,8 Crosby St,Cape Breton Island Housing Authority,1,46.21169883,-59.99245118
Families,948,Cape Breton,Cape Breton Regional Municipality,Glace Bay,12 Crosby St,Cape Breton Island Housing Authority,1,46.21149684,-59.99248264
Families,949,Cape Breton,Cape Breton Regional Municipality,Glace Bay,10 Crosby St,Cape Breton Island Housing Authority,1,46.21156713,-59.99249914
Families,950,Cape Breton,Cape Breton Regional Municipality,Glace Bay,14 Crosby St,Cape Breton Island Housing Authority,1,46.21136216,-59.99254542
Families,951,Cape Breton,Cape Breton Regional Municipality,Glace Bay,16 Crosby St,Cape Breton Island Housing Authority,1,46.2112865,-59.99251707
Families,952,Cape Breton,Cape Breton Regional Municipality,Glace Bay,18 Crosby St,Cape Breton Island Housing Authority,1,46.21117121,-59.99260323
Families,953,Cape Breton,Cape Breton Regional Municipality,Glace Bay,22 Crosby St,Cape Breton Island Housing Authority,1,46.2109545,-59.99263407
Families,954,Cape Breton,Cape Breton Regional Municipality,Glace Bay,24 Crosby St,Cape Breton Island Housing Authority,1,46.21090285,-59.99263003
Families,955,Cape Breton,Cape Breton Regional Municipality,Glace Bay,52 Hillside Ave,Cape Breton Island Housing Authority,1,46.20111656,-59.96647356
Families,956,Cape Breton,Cape Breton Regional Municipality,Glace Bay,75 Reservoir Ave,Cape Breton Island Housing Authority,1,46.21077395,-59.96994027
Families,957,Cape Breton,Cape Breton Regional Municipality,Glace Bay,20 Crosby St,Cape Breton Island Housing Authority,1,46.21110744,-59.99259575
Families,958,Cape Breton,Cape Breton Regional Municipality,Glace Bay,27 Beacon St,Cape Breton Island Housing Authority,1,46.20371885,-59.9636086
Families,959,Cape Breton,Cape Breton Regional Municipality,Glace Bay,735 Main St,Cape Breton Island Housing Authority,1,46.19645462,-59.9640378
Families,960,Cape Breton,Cape Breton Regional Municipality,Glace Bay,834 Main St,Cape Breton Island Housing Authority,1,46.19688044,-59.97016627
Families,961,Cape Breton,Cape Breton Regional Municipality,Glace Bay,100 Pitt St,Cape Breton Island Housing Authority,1,46.1837878,-59.95641765
Families,962,Cape Breton,Cape Breton Regional Municipality,Glace Bay,102 Pitt St,Cape Breton Island Housing Authority,1,46.18374048,-59.95634497
Families,963,Cape Breton,Cape Breton Regional Municipality,Glace Bay,104 Pitt St,Cape Breton Island Housing Authority,1,46.18365353,-59.95619197
Families,964,Cape Breton,Cape Breton Regional Municipality,Glace Bay,106 Pitt St,Cape Breton Island Housing Authority,1,46.18362014,-59.95614931
Families,965,Cape Breton,Cape Breton Regional Municipality,Glace Bay,1 Cavalier Dr,Cape Breton Island Housing Authority,1,46.183582,-59.95685104
Families,966,Cape Breton,Cape Breton Regional Municipality,Glace Bay,3 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18351867,-59.95677053
Families,967,Cape Breton,Cape Breton Regional Municipality,Glace Bay,5 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18345205,-59.95664562
Families,968,Cape Breton,Cape Breton Regional Municipality,Glace Bay,7 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18342326,-59.95661215
Families,969,Cape Breton,Cape Breton Regional Municipality,Glace Bay,9 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18333859,-59.95648129
Families,970,Cape Breton,Cape Breton Regional Municipality,Glace Bay,11 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18329269,-59.95641413
Families,971,Cape Breton,Cape Breton Regional Municipality,Glace Bay,13 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18320973,-59.95631463
Families,972,Cape Breton,Cape Breton Regional Municipality,Glace Bay,27 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18277263,-59.95566618
Families,973,Cape Breton,Cape Breton Regional Municipality,Glace Bay,29 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18274392,-59.95560301
Families,974,Cape Breton,Cape Breton Regional Municipality,Glace Bay,2 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18331317,-59.9572044
Families,975,Cape Breton,Cape Breton Regional Municipality,Glace Bay,15 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18317841,-59.95623412
Families,976,Cape Breton,Cape Breton Regional Municipality,Glace Bay,4 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18329325,-59.95711338
Families,977,Cape Breton,Cape Breton Regional Municipality,Glace Bay,6 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18318512,-59.95700716
Families,978,Cape Breton,Cape Breton Regional Municipality,Glace Bay,8 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18314888,-59.95694064
Families,979,Cape Breton,Cape Breton Regional Municipality,Glace Bay,10 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18306146,-59.95684398
Families,980,Cape Breton,Cape Breton Regional Municipality,Glace Bay,12 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18302633,-59.95681438
Families,981,Cape Breton,Cape Breton Regional Municipality,Glace Bay,16 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18290763,-59.95654952
Families,982,Cape Breton,Cape Breton Regional Municipality,Glace Bay,14 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18295943,-59.95662212
Families,983,Cape Breton,Cape Breton Regional Municipality,Glace Bay,20 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18275951,-59.95638418
Families,984,Cape Breton,Cape Breton Regional Municipality,Glace Bay,22 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18270509,-59.95630895
Families,985,Cape Breton,Cape Breton Regional Municipality,Glace Bay,18 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18282713,-59.9564508
Families,986,Cape Breton,Cape Breton Regional Municipality,Glace Bay,24 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18264669,-59.95621529
Families,987,Cape Breton,Cape Breton Regional Municipality,Glace Bay,26 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18256412,-59.95609821
Families,988,Cape Breton,Cape Breton Regional Municipality,Glace Bay,28 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18251056,-59.9560313
Families,989,Cape Breton,Cape Breton Regional Municipality,Glace Bay,32 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18240697,-59.95583163
Families,990,Cape Breton,Cape Breton Regional Municipality,Glace Bay,30 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18244615,-59.95588234
Families,991,Cape Breton,Cape Breton Regional Municipality,Glace Bay,34 Cavalier Dr,Cape Breton Island Housing Authority,1,46.1823094,-59.95569663
Families,992,Cape Breton,Cape Breton Regional Municipality,Glace Bay,36 Cavalier Dr,Cape Breton Island Housing Authority,1,46.18226739,-59.95562934
Families,993,Cape Breton,Cape Breton Regional Municipality,Glace Bay,203 Shaft St,Cape Breton Island Housing Authority,1,46.18260659,-59.9552997
Families,994,Cape Breton,Cape Breton Regional Municipality,Glace Bay,205 Shaft St,Cape Breton Island Housing Authority,1,46.18274634,-59.9552273
Families,995,Cape Breton,Cape Breton Regional Municipality,Glace Bay,207 Shaft St,Cape Breton Island Housing Authority,1,46.18281006,-59.95519316
Families,996,Cape Breton,Cape Breton Regional Municipality,Glace Bay,209 Shaft St,Cape Breton Island Housing Authority,1,46.18291088,-59.95513848
Families,997,Cape Breton,Cape Breton Regional Municipality,Glace Bay,211 Shaft St,Cape Breton Island Housing Authority,1,46.18297386,-59.95509417
Families,998,Cape Breton,Cape Breton Regional Municipality,Glace Bay,213 Shaft St,Cape Breton Island Housing Authority,1,46.1830808,-59.95501622
Families,999,Cape Breton,Cape Breton Regional Municipality,Glace Bay,215 Shaft St,Cape Breton Island Housing Authority,1,46.18312373,-59.95495679
Seniors,222,Cape Breton,Cape Breton Regional Municipality,Sydney,250 James Street,Cape Breton Island Housing Authority,10,46.16369564,-60.18197523
Seniors,223,Cape Breton,Cape Breton Regional Municipality,Sydney,350 Terrace Street,Cape Breton Island Housing Authority,10,46.13223075,-60.17124999
Seniors,224,Cape Breton,Cape Breton Regional Municipality,Sydney,William Street S/C,Cape Breton Island Housing Authority,20,46.15249845,-60.17893532
Seniors,225,Cape Breton,Cape Breton Regional Municipality,Sydney,Griffin Street,Cape Breton Island Housing Authority,20,46.16325936,-60.19027284
Seniors,226,Cape Breton,Cape Breton Regional Municipality,Sydney,Pier Duplex Seniors,Cape Breton Island Housing Authority,18,46.15995186,-60.1781129
Seniors,227,Cape Breton,Cape Breton Regional Municipality,Sydney,Alexandra St,Cape Breton Island Housing Authority,57,46.12272423,-60.19631932
Seniors,228,Cape Breton,Cape Breton Regional Municipality,Sydney,Mapleridge,Cape Breton Island Housing Authority,60,46.11649519,-60.20138823
Seniors,229,Cape Breton,Cape Breton Regional Municipality,Sydney,Vista Heights,Cape Breton Island Housing Authority,140,46.1378222,-60.19620969
Seniors,230,Cape Breton,Cape Breton Regional Municipality,Sydney,George St,Cape Breton Island Housing Authority,22,46.12810205,-60.18375667
Seniors,231,Cape Breton,Cape Breton Regional Municipality,Sydney,Sunrise Court,Cape Breton Island Housing Authority,22,46.13868979,-60.16182981
Seniors,232,Cape Breton,Cape Breton Regional Municipality,Sydney,Celtic Manor,Cape Breton Island Housing Authority,30,46.13824083,-60.16224299
Seniors,233,Cape Breton,Cape Breton Regional Municipality,Sydney,Tillock,Cape Breton Island Housing Authority,20,46.13809798,-60.16127367
Seniors,234,Cape Breton,Cape Breton Regional Municipality,Sydney,Cottage Place I,Cape Breton Island Housing Authority,15,46.12790583,-60.16754634
Seniors,235,Cape Breton,Cape Breton Regional Municipality,Sydney,Cottage Place ll,Cape Breton Island Housing Authority,24,46.1277978,-60.16724348
Seniors,236,Cape Breton,Cape Breton Regional Municipality,Sydney,Argyle St,Cape Breton Island Housing Authority,15,46.12906289,-60.19359559
Seniors,237,Cape Breton,Cape Breton Regional Municipality,Sydney,Xavier Golden Heights,Cape Breton Island Housing Authority,26,46.12338428,-60.19391019
Seniors,238,Cape Breton,Cape Breton Regional Municipality,Sydney,Sydney Senior Duplexes - 125 Moxham Dr,Cape Breton Island Housing Authority,2,46.1192496,-60.19916851
Seniors,239,Cape Breton,Cape Breton Regional Municipality,Sydney,Sydney Senior Duplexes - 127 Moxham Dr,Cape Breton Island Housing Authority,2,46.11919546,-60.19907045
Seniors,240,Cape Breton,Cape Breton Regional Municipality,Sydney,Sydney Senior Duplexes - 305 Cartier St,Cape Breton Island Housing Authority,2,46.13513305,-60.17275948
